iter	Logloss
710	0.5101264358
711	0.5101264352
712	0.5101249974
713	0.5101022136
714	0.5100868498
715	0.5100770471
716	0.5100659794
717	0.5100563329
718	0.5100344881
719	0.5100344857
720	0.5100221804
721	0.5100065278
722	0.5100060356
723	0.5099779266
724	0.5099746904
725	0.5099581178
726	0.5099472831
727	0.5099313252
728	0.5099227938
729	0.5098855133
730	0.5098842947
731	0.5098796878
732	0.5098692039
733	0.509869201
734	0.5098680869
735	0.5098579372
736	0.5098288606
737	0.5098134858
738	0.5097880177
739	0.5097732654
740	0.5097694436
741	0.5097604143
742	0.5097272819
743	0.5097081609
744	0.5096811547
745	0.5096695951
746	0.509654435
747	0.5096290487
748	0.5095908141
749	0.5095779565
750	0.5095688182
751	0.5095520927
752	0.5095461203
753	0.5095243355
754	0.5095089872
755	0.5094955151
756	0.5094926275
757	0.5094727376
758	0.5094629563
759	0.5094556561
760	0.5094461325
761	0.5094461296
762	0.5094228475
763	0.5094047018
764	0.5093911367
765	0.5093830512
766	0.5093758194
767	0.5093712003
768	0.509350286
769	0.5093410753
770	0.5093323276
771	0.5092998126
772	0.5092848388
773	0.5092516394
774	0.5092324264
775	0.5092180795
776	0.5092180792
777	0.5092038191
778	0.5091876532
779	0.5091704582
780	0.5091595554
781	0.5091513379
782	0.509145687
783	0.5091294035
784	0.5091285431
785	0.5091094157
786	0.5090814776
787	0.5090778512
788	0.5090756818
789	0.5090602258
790	0.5090602229
791	0.5090485668
792	0.5090335414
793	0.5090257525
794	0.5090253489
795	0.5090090565
796	0.5090013381
797	0.5089998908
798	0.5089998902
799	0.5089912913
800	0.5089857697
801	0.5089342516
802	0.5089082365
803	0.5089059315
804	0.5089034265
805	0.5088957993
806	0.5088814456
807	0.5088791785
808	0.5088675632
809	0.5088382499
810	0.5088099038
811	0.5087829942
812	0.5087829919
813	0.5087529851
814	0.5087369304
815	0.5087282618
816	0.508702199
817	0.5086964513
818	0.5086845426
819	0.5086761144
820	0.5086545063
821	0.5086497102
822	0.5086373968
823	0.5086297273
824	0.5086097297
825	0.508584093
826	0.5085512187
827	0.5085499303
828	0.5085258816
829	0.5085132227
830	0.5085075339
831	0.5084833579
832	0.5084503407
833	0.5084293317
834	0.5083908532
835	0.5083759437
836	0.5083640628
837	0.5083386985
838	0.5083199478
839	0.5083130124
840	0.5082791283
841	0.5082732707
842	0.5082377304
843	0.5082292192
844	0.5082218996
845	0.5082124825
846	0.5081967629
847	0.5081830448
848	0.5081733163
849	0.5081684632
850	0.5081300971
851	0.508114649
852	0.5080959537
853	0.5080935533
854	0.5080812252
855	0.5080604845
856	0.5080431605
857	0.5080302225
858	0.5080090557
859	0.5079811287
860	0.5079641956
861	0.5079578425
862	0.5079506233
863	0.5079415081
864	0.507911604
865	0.5079020498
866	0.5078914873
867	0.5078896435
868	0.5078741485
869	0.5078739023
870	0.5078646643
871	0.5078533477
872	0.5078485212
873	0.507839495
874	0.507817462
875	0.5077919049
876	0.507775203
877	0.507759442
878	0.5077512033
879	0.5077367654
880	0.5077108041
881	0.507710036
882	0.5076972902
883	0.5076956285
884	0.5076777478
885	0.5076661545
886	0.5076543677
887	0.5076400411
888	0.5076342938
889	0.5076288032
890	0.5076148925
891	0.5076053025
892	0.507578549
893	0.5075655751
894	0.5075421836
895	0.5075150436
896	0.5075048768
897	0.5074915971
898	0.5074790374
899	0.5074702229
900	0.5074636041
901	0.5074540136
902	0.5074406945
903	0.5074397051
904	0.507435462
905	0.5074330776
906	0.507421127
907	0.5074210883
908	0.5074152698
909	0.5074033786
910	0.5073811931
911	0.507381193
912	0.5073698439
913	0.5073539262
914	0.5073487141
915	0.5073313324
916	0.5073125041
917	0.5073081459
918	0.5072903648
919	0.5072896674
920	0.5072760924
921	0.5072671132
922	0.5072614228
923	0.5072567906
924	0.5072347199
925	0.507220331
926	0.5072068238
927	0.5071991559
928	0.5071937845
929	0.5071841809
930	0.5071673427
931	0.5071434481
932	0.5071353107
933	0.5071353097
934	0.507131701
935	0.5071165724
936	0.5071085474
937	0.5070939392
938	0.5070748835
939	0.5070594787
940	0.5070496316
941	0.5070419084
942	0.5070330035
943	0.5070285361
944	0.5070161473
945	0.5070067399
946	0.5070001512
947	0.5069994385
948	0.5069993206
949	0.5069919427
950	0.5069729532
951	0.5069533877
952	0.5069529422
953	0.5069317461
954	0.5069042986
955	0.5068988942
956	0.5068877857
957	0.5068572513
958	0.5068284436
959	0.5068029974
960	0.5068029972
961	0.5067916526
962	0.5067711701
963	0.5067587033
964	0.5067309234
965	0.5067229241
966	0.5067119113
967	0.506675969
968	0.5066597828
969	0.5066412044
970	0.5066267767
971	0.5065968282
972	0.5065881305
973	0.5065764379
974	0.5065694412
975	0.5065652272
976	0.5065531781
977	0.5065531776
978	0.5065460122
979	0.5065309143
980	0.506520432
981	0.5064896253
982	0.5064773156
983	0.5064511612
984	0.5064204555
985	0.5064204549
986	0.5064016279
987	0.506385241
988	0.5063508171
989	0.5063318881
990	0.50631156
991	0.5063115317
992	0.5063001284
993	0.5062792862
994	0.5062768013
995	0.5062658099
996	0.5062248322
997	0.5062026462
998	0.5061876733
999	0.5061673392
1000	0.5061497753
1001	0.5061258192
1002	0.5060903023
1003	0.506087808
1004	0.5060726206
1005	0.5060604829
1006	0.5060341759
1007	0.5060221888
1008	0.5060221879
1009	0.5060144175
1010	0.5059766108
1011	0.5059595406
1012	0.5059595398
1013	0.5059529219
1014	0.5059376613
1015	0.5059362721
1016	0.5059076112
1017	0.505892609
1018	0.5058856977
1019	0.5058720599
1020	0.5058518725
1021	0.5058466136
1022	0.5058448129
1023	0.5058337894
1024	0.5058142816
1025	0.5057969966
1026	0.5057877759
1027	0.5057877757
1028	0.505783664
1029	0.5057549748
1030	0.5057498254
1031	0.5057404055
1032	0.5057065189
1033	0.5056777422
1034	0.5056524499
1035	0.5056370682
1036	0.5056057709
1037	0.5055909047
1038	0.5055751174
1039	0.5055617368
1040	0.5055410845
1041	0.5055122655
1042	0.5055006814
1043	0.5054861584
1044	0.5054675851
1045	0.5054413362
1046	0.5053888598
1047	0.5053671211
1048	0.5053437764
1049	0.5053175296
1050	0.5053028247
1051	0.5052933047
1052	0.5052923891
1053	0.5052863852
1054	0.5052623019
1055	0.5052459651
1056	0.5052173524
1057	0.505192809
1058	0.5051634569
1059	0.5051368924
1060	0.5051273157
1061	0.5051185202
1062	0.5050992951
1063	0.5050980127
1064	0.5050812364
1065	0.5050622237
1066	0.5050354296
1067	0.5050226392
1068	0.5050014698
1069	0.5049832258
1070	0.5049632879
1071	0.5049425095
1072	0.5049109945
1073	0.5048803519
1074	0.5048539192
1075	0.5048531626
1076	0.5048349635
1077	0.5048165848
1078	0.504816581
1079	0.5048042934
1080	0.5047764002
1081	0.5047700563
1082	0.5047430155
1083	0.5047374565
1084	0.5047135188
1085	0.5046938691
1086	0.5046880555
1087	0.5046682249
1088	0.5046472318
1089	0.5046334185
1090	0.5045985518
1091	0.5045715091
1092	0.5045373981
1093	0.5045249379
1094	0.5045126292
1095	0.5045030611
1096	0.5044876455
1097	0.5044728102
1098	0.5044409039
1099	0.5044029808
1100	0.5044028361
1101	0.5043828001
1102	0.5043641193
1103	0.5043168414
1104	0.5042949106
1105	0.5042847495
1106	0.5042680131
1107	0.5042351184
1108	0.5042241155
1109	0.5041875668
1110	0.5041683354
1111	0.5041637385
1112	0.5041385274
1113	0.5041117717
1114	0.5040905273
1115	0.5040561253
1116	0.5040252505
1117	0.5039864635
1118	0.5039491032
1119	0.5039269198
1120	0.5039129879
1121	0.5038855413
1122	0.5038602805
1123	0.5038260937
1124	0.5038163595
1125	0.5037837182
1126	0.5037644497
1127	0.5037269018
1128	0.5036811306
1129	0.503665905
1130	0.5036413801
1131	0.5036179483
1132	0.5035951079
1133	0.5035735017
1134	0.5035662051
1135	0.5035364972
1136	0.5035274665
1137	0.5034926061
1138	0.5034601264
1139	0.5034365516
1140	0.5034069018
1141	0.5033565581
1142	0.5033394267
1143	0.5033174952
1144	0.503273834
1145	0.5032600071
1146	0.5032401031
1147	0.5032233246
1148	0.5031911432
1149	0.503156255
1150	0.5031291847
1151	0.5031121845
1152	0.5030887299
1153	0.5030661393
1154	0.5030455703
1155	0.5030130622
1156	0.5029850926
1157	0.50295759
1158	0.5029329505
1159	0.5029019761
1160	0.5028955592
1161	0.5028678288
1162	0.5028263092
1163	0.5027826856
1164	0.502751141
1165	0.5027174546
1166	0.5026856716
1167	0.5026558652
1168	0.5026328469
1169	0.5026140449
1170	0.5025817308
1171	0.5025643113
1172	0.5025433595
1173	0.5025373462
1174	0.5025246823
1175	0.5024911798
1176	0.5024548469
1177	0.5024415814
1178	0.5024218893
1179	0.5023950838
1180	0.5023682371
1181	0.5023523195
1182	0.5023092777
1183	0.5022842559
1184	0.5022594322
1185	0.5022429499
1186	0.502217014
1187	0.5021699645
1188	0.5021545722
1189	0.5021248007
1190	0.5020892371
1191	0.5020547823
1192	0.5020391769
1193	0.5020125907
1194	0.5019721229
1195	0.5019503178
1196	0.5019023263
1197	0.5018718465
1198	0.5018605406
1199	0.5018373905
1200	0.501807522
1201	0.5017604544
1202	0.50173451
1203	0.5017017614
1204	0.5016619967
1205	0.5016225623
1206	0.5015946837
1207	0.5015666491
1208	0.501536383
1209	0.5015077659
1210	0.5014883918
1211	0.5014394677
1212	0.5013979992
1213	0.5013828441
1214	0.5013531238
1215	0.5013113957
1216	0.5012745869
1217	0.5012512298
1218	0.5012256327
1219	0.5011914784
1220	0.5011565859
1221	0.5011239363
1222	0.5010996619
1223	0.5010547715
1224	0.5010251012
1225	0.501003746
1226	0.5009559089
1227	0.5009222556
1228	0.5008676485
1229	0.5008337167
1230	0.5008042995
1231	0.5007670767
1232	0.5007454171
1233	0.50069944
1234	0.5006858853
1235	0.5006594632
1236	0.5006309273
1237	0.5005950103
1238	0.5005642372
1239	0.5005227134
1240	0.5004941799
1241	0.500449827
1242	0.5004307039
1243	0.5003958723
1244	0.5003457193
1245	0.5003422141
1246	0.5002996385
1247	0.5002596599
1248	0.5002165263
1249	0.5001787344
1250	0.5001538271
1251	0.5001177807
1252	0.5000950683
1253	0.5000618928
1254	0.5000448104
1255	0.5000447961
1256	0.5000125138
1257	0.4999694998
1258	0.4999331095
1259	0.4998875095
1260	0.4998652073
1261	0.4998251515
1262	0.4997704163
1263	0.4997363334
1264	0.4996993677
1265	0.4996495454
1266	0.4996041697
1267	0.4995533051
1268	0.4995373287
1269	0.4995011463
1270	0.4994627975
1271	0.4994282827
1272	0.4993964473
1273	0.4993602761
1274	0.4993214907
1275	0.4992900047
1276	0.4992630561
1277	0.4992200866
1278	0.4991859925
1279	0.4991441094
1280	0.4990930395
1281	0.4990442169
1282	0.498986993
1283	0.4989708373
1284	0.4989379964
1285	0.4989069016
1286	0.4988677562
1287	0.4988407038
1288	0.4988017608
1289	0.4987586836
1290	0.4987249318
1291	0.4986727321
1292	0.4986348273
1293	0.4985968332
1294	0.4985547167
1295	0.4984997339
1296	0.4984709966
1297	0.4984426411
1298	0.4984131642
1299	0.4983951694
1300	0.4983500525
1301	0.4983061486
1302	0.498259096
1303	0.4982203081
1304	0.4981908326
1305	0.4981581394
1306	0.4981369869
1307	0.4980890188
1308	0.4980551237
1309	0.4980266337
1310	0.498005911
1311	0.4979590097
1312	0.497925827
1313	0.4978937229
1314	0.497862194
1315	0.4978262322
1316	0.497801736
1317	0.4977676833
1318	0.4977203444
1319	0.4976772811
1320	0.4976524496
1321	0.4976161577
1322	0.4975897535
1323	0.49756394
1324	0.4975228174
1325	0.4974908635
1326	0.497452257
1327	0.497420172
1328	0.4973880957
1329	0.4973555152
1330	0.4973213693
1331	0.4972940641
1332	0.4972517781
1333	0.4972135271
1334	0.4971703376
1335	0.4971456417
1336	0.4971214002
1337	0.4970704794
1338	0.4970282618
1339	0.4969822119
1340	0.4969439344
1341	0.4968956272
1342	0.4968804676
1343	0.4968474284
1344	0.49680573
1345	0.4967875005
1346	0.4967442237
1347	0.4967048498
1348	0.49667064
1349	0.4966430782
1350	0.4966006502
1351	0.4965505838
1352	0.4965063311
1353	0.4964595721
1354	0.4964443509
1355	0.4964186928
1356	0.4964068251
1357	0.4963635784
1358	0.4963329119
1359	0.4962903391
1360	0.4962360956
1361	0.4962054349
1362	0.4961944108
1363	0.4961595312
1364	0.4961392751
1365	0.4961008062
1366	0.4960792352
1367	0.496022792
1368	0.495986306
1369	0.4959507808
1370	0.495921858
1371	0.4959001521
1372	0.4958588998
1373	0.495854131
1374	0.4958224034
1375	0.4957832261
1376	0.4957307688
1377	0.4956988116
1378	0.4956594646
1379	0.4956262519
1380	0.4955816973
1381	0.4955529748
1382	0.4955097132
1383	0.4954722511
1384	0.495435895
1385	0.4953863527
1386	0.4953512369
1387	0.4953311782
1388	0.495293476
1389	0.4952566422
1390	0.4952422728
1391	0.4951979348
1392	0.4951563645
1393	0.495114971
1394	0.4951060965
1395	0.4950870716
1396	0.4950565549
1397	0.4950244806
1398	0.4949794302
1399	0.4949678547
1400	0.494949832
1401	0.4949280051
1402	0.4948907799
1403	0.4948645371
1404	0.4948529309
1405	0.4948193607
1406	0.4948076961
1407	0.4947682896
1408	0.494753403
1409	0.4947310847
1410	0.4946849028
1411	0.4946473009
1412	0.49461992
1413	0.4945813526
1414	0.4945323813
1415	0.4944998365
1416	0.4944584163
1417	0.4944386054
1418	0.4944012861
1419	0.4943689365
1420	0.4943353452
1421	0.4943069864
1422	0.494279877
1423	0.4942331216
1424	0.4941916019
1425	0.4941553231
1426	0.4941349781
1427	0.4941243375
1428	0.4940797562
1429	0.4940599761
1430	0.494018214
1431	0.4939925122
1432	0.4939617666
1433	0.4939354746
1434	0.4939098165
1435	0.4938670577
1436	0.4938311516
1437	0.493795236
1438	0.4937535867
1439	0.4937305488
1440	0.4937188574
1441	0.4936970592
1442	0.4936809043
1443	0.4936735079
1444	0.4936278177
1445	0.4936160905
1446	0.4935929623
1447	0.4935564635
1448	0.4935397945
1449	0.4935166683
1450	0.4935057462
1451	0.4934667674
1452	0.4934446125
1453	0.4934381789
1454	0.493410343
1455	0.4933810886
1456	0.4933452334
1457	0.4933196433
1458	0.4932972462
1459	0.4932812531
1460	0.493252659
1461	0.4932219168
1462	0.4931782424
1463	0.4931366533
1464	0.4930892491
1465	0.4930636886
1466	0.4930157607
1467	0.492988298
1468	0.4929537204
1469	0.4929227946
1470	0.4928931812
1471	0.492849501
1472	0.4928162496
1473	0.4927753768
1474	0.4927338217
1475	0.4926940868
1476	0.4926753031
1477	0.4926512583
1478	0.4926152609
1479	0.4925899264
1480	0.4925647342
1481	0.492533347
1482	0.4925069084
1483	0.4924992226
1484	0.4924757569
1485	0.4924545767
1486	0.4924369902
1487	0.4923969827
1488	0.4923604879
1489	0.492321058
1490	0.492284446
1491	0.4922784474
1492	0.4922513677
1493	0.4922125621
1494	0.4922073576
1495	0.4921842362
1496	0.4921709489
1497	0.4921280293
1498	0.4921023589
1499	0.4920748605
1500	0.4920301894
1501	0.4920208116
1502	0.4919997383
1503	0.4919511127
1504	0.4919276106
1505	0.4919083129
1506	0.4918769173
1507	0.4918644511
1508	0.4918246026
1509	0.4917840805
1510	0.491753038
1511	0.4917301119
